Time,Close,MACD,ATR,RSI,USD_INR_Price,VIX,Yield_1_year_bond,Yield_10_year_bond,Yield_30_year_bond
2010-12-29,11612.9,37.71223768591332,261.18820719218485,47.63900375260412,44.950001,17.13,7.459,7.893,8.439
2010-12-30,11629.3,47.78130820236109,248.84619239274303,48.05451561768469,44.919998,17.02,7.52,7.92,8.441
2010-12-31,11791.45,63.79993121442007,245.29289293611856,52.101703662721185,44.810001,16.55,7.49,7.913,8.429
2011-01-03,11855.75,76.31792442773431,236.39340058353858,53.64407703517883,44.818001,16.98,7.457,7.96,8.434
2011-01-04,11564.05,63.0925445060318,242.8831576847144,46.35204610928639,44.610001,17.03,7.444,8.068,8.449
2011-01-05,11305.45,36.39357730584507,246.8557892786634,41.02754383030731,44.900002,17.88,7.369,8.068,8.458
2011-01-06,11186.8,11.497564331785128,244.39109004447317,38.823939513626776,45.209999,18.2,7.398,8.126,8.474
2011-01-07,11053.35,-11.934008422885114,244.8345836127251,36.45245446252704,45.18,20.82,7.445,8.199,8.481
2011-01-10,10700.65,-47.1841994291498,255.99639906895908,31.053571524385603,45.358002,23.16,7.493,8.226,8.543
2011-01-11,10833.55,-56.896798245364266,261.31094199260497,34.962393485450946,45.310001,22.33,7.501,8.208,8.552
2011-01-12,11128.15,-39.644782991420016,273.5530175645617,42.715310320645926,45.098,21.41,7.518,8.178,8.531
2011-01-13,10716.65,-51.36754311880105,286.2742305956644,36.22036907224843,44.91,23.15,7.502,8.142,8.503
2011-01-14,10432.9,-72.3668210896349,302.9260712674026,32.54556498797531,44.959999,23.81,7.543,8.191,8.537
2011-01-17,10471.1,-77.36858838817352,295.4320661768738,33.523392701507376,45.417999,23.57,7.56,8.234,8.556
2011-01-18,10618.5,-64.93599746190301,289.1047757356685,37.300298147291784,45.439999,21.46,7.651,8.194,8.568
2011-01-19,10615.15,-51.700136067301514,279.36872032597785,37.248500734295234,45.32,21.09,7.668,8.184,8.556
2011-01-20,10798.35,-26.631625777469424,286.9530974455508,41.992506539523966,45.299999,21.01,7.669,8.13,8.552
2011-01-21,10889.4,-1.2808719883779531,279.5778761994401,44.248395106461736,45.778,21.03,7.696,8.171,8.573
2011-01-24,11151.15,33.81445273435668,280.2115993280516,50.239534219616885,45.588001,20.17,7.721,8.185,8.572
2011-01-25,10872.95,38.64231326425735,289.307199376048,44.7368730225202,45.450001,20.78,7.554,8.154,8.57
2011-01-27,10676.15,29.352713375966232,292.2852565634731,41.29146900998174,45.450001,22.09,7.546,8.148,8.554
2011-01-28,10578.25,17.94620515502976,289.643452523225,39.655336584432256,45.688,22.58,7.538,8.132,8.551
2011-01-31,10641.85,16.0764574866879,290.1010630572803,41.28306010404734,45.838001,23.41,7.555,8.148,8.56
2011-02-01,10481.2,5.934429227684376,285.4981299817603,38.46097348449077,45.799999,23.73,7.573,8.154,8.571
2011-02-02,10470.15,0.6727543779043117,279.158977840206,38.26720132002615,45.41,23.52,7.556,8.15,8.565
2011-02-03,10670.6,12.241718741127272,278.8476222801912,43.79873631982083,45.450001,22.69,7.548,8.162,8.556
2011-02-04,10433.85,5.824353496327831,286.54064926017764,39.31762636911061,45.560001,24.41,7.618,8.196,8.588
2011-02-07,10384.04,0.38671339096345037,277.159174313022,38.426847284071826,45.608002,24.69,7.635,8.207,8.585
2011-02-08,10147.75,-16.0534032445932,279.618519004949,34.44057798085062,45.310001,24.74,7.61,8.179,8.57
2011-02-09,10116.65,-25.396505543834934,277.9771962188813,33.941506531059844,45.150002,25.24,7.567,8.166,8.556
