Time,Close,MACD,ATR,RSI,USD_INR_Price,VIX,Yield_1_year_bond,Yield_10_year_bond,Yield_30_year_bond
2010-08-13,5452.1,-6.737806217159964,56.64553465999472,57.122134105514995,46.709999,16.73,6.388,7.827,8.383
2010-08-16,5418.3,-8.425390978348737,57.44585361285227,52.41731605807043,46.627998,18.11,6.39,7.824,8.375
2010-08-17,5414.15,-9.654059868439397,55.82472121193425,51.85260657550074,46.682999,17.63,6.44,7.876,8.389
2010-08-18,5479.15,-6.095685319458248,57.108669696796106,59.25647718908918,46.608002,16.39,6.442,7.951,8.401
2010-08-20,5530.65,2.959699375203023,56.03400601407416,63.30522873363783,46.358002,16.7,6.441,7.977,8.404
2010-08-23,5543.5,5.136932810532805,54.203005584497475,64.44751966242988,46.608002,17.14,6.419,8.015,8.409
2010-08-24,5505.1,3.4512981698534446,54.53136232846196,58.57901581103349,46.563,16.98,6.338,8.012,8.404
2010-08-25,5462.35,-0.8526166356940763,54.4648364478575,52.81328998422355,46.858002,18.92,6.437,8.067,8.409
2010-08-26,5477.9,-2.8494873117276356,52.84949098729628,54.56507454179651,46.873001,17.09,6.415,8.031,8.403
2010-08-27,5408.7,-8.697720612314669,56.449527345346546,46.32329774208429,46.787998,19.63,6.35,7.976,8.397
2010-08-30,5415.45,-11.786563907721554,58.035275392107486,47.161671219794876,46.803001,18.36,6.313,7.993,8.391
2010-08-31,5402.4,-14.220678516799513,58.64347000695697,45.6763031844186,46.873001,18.47,6.365,7.936,8.382
2010-09-01,5471.85,-10.819452491651774,59.89750786360295,53.98269624428408,47.028,16.7,6.355,7.961,8.38
2010-09-02,5486.15,-7.433930333569258,58.626257301916986,55.49177500581848,46.650002,16.14,6.333,7.981,8.385
2010-09-03,5479.4,-5.562144113367044,57.06366749463721,54.58187924620805,46.599998,15.86,6.315,7.97,8.387
2010-09-06,5576.95,1.9315992079886968,60.84483410216313,63.815868447058634,46.577999,15.22,6.33,7.99,8.402
2010-09-07,5604.0,8.052694112747474,60.34520309486579,65.88698700649535,46.513,15.83,6.32,7.949,8.394
2010-09-08,5607.85,11.493638153720667,60.145545730946814,66.18366916757262,46.66,15.97,6.285,7.936,8.39
2010-09-09,5640.05,14.857370026859098,58.67800675016486,68.64021177373357,46.518002,15.92,6.294,7.913,8.383
2010-09-13,5760.0,23.56251147432573,63.87243483943884,75.71691194924824,46.283001,18.14,6.258,7.977,8.401
2010-09-14,5795.55,29.719292507374895,64.91368949376462,77.34838842690266,46.23,18.6,6.26,7.944,8.391
2010-09-15,5860.95,35.79328295299918,65.7948545299243,80.00928533541928,46.139999,19.43,6.339,7.948,8.39
2010-09-16,5828.7,35.18359824251316,67.22736492064395,75.31115658306207,46.200001,18.85,6.496,7.973,8.408
2010-09-17,5884.95,35.984348819018095,67.40398171202652,77.76373984952373,46.099998,19.48,6.493,7.985,8.413
2010-09-20,5980.45,40.04998393533967,70.05726873259607,81.18171289738916,45.877998,21.95,6.522,7.981,8.429
2010-09-21,6009.05,41.58817439488335,70.12103525169634,82.07054809837085,45.619999,22.63,6.525,7.968,8.405
2010-09-22,5991.0,38.389695143707186,71.60881844800373,79.51783754784368,45.580002,24.29,6.516,7.953,8.385
2010-09-23,5959.55,31.447378074149952,71.80818855886065,75.13281312597744,45.557999,23.9,6.506,7.925,8.386
2010-09-24,6018.3,28.207102063215217,72.24331794751349,77.61603938918311,45.450001,21.71,6.475,7.867,8.367
2010-09-27,6035.65,24.75071331680485,71.02593809411965,78.30504795451264,45.240002,22.36,6.492,7.864,8.37
2010-09-28,6029.5,19.783931922177146,70.13122823025397,77.39562808863369,44.93,21.21,6.576,7.849,8.348
2010-09-29,5991.3,12.04038485665265,71.68614049952158,71.8164343049871,45.049999,22.16,6.516,7.852,8.332
2010-10-01,6143.4,10.834456245499553,76.23524359397526,78.7588801430588,44.563,21.43,6.526,7.912,8.363
2010-10-04,6159.45,11.94255494497122,76.41129762297707,79.3476844325779,44.412998,22.8,6.557,7.936,8.373
2010-10-05,6145.8,9.88718340290697,75.974776364193,77.38305024024584,44.450001,22.17,6.588,7.956,8.381
2010-10-06,6186.45,9.39952022697915,76.09086376675062,79.04687941419668,44.400002,21.73,6.647,7.93,8.37
2010-10-07,6120.3,3.0828804892431663,77.2236592119827,70.01975790051142,44.189999,22.45,6.665,7.947,8.367
2010-10-08,6103.45,-3.4169358206151514,77.53625498255539,67.89287538474863,44.200001,21.4,6.663,7.991,8.422
2010-10-11,6135.85,-6.5400247148279504,78.01937962665859,69.79291025145538,44.408001,21.2,6.654,8.0,8.42
2010-10-12,6090.9,-12.304319059563397,78.66085251046869,64.12339372662007,44.360001,20.51,6.643,8.021,8.417
2010-10-13,6233.9,-7.399322030861242,83.79222018829235,71.93430273296137,44.5,20.02,6.619,8.022,8.416
2010-10-14,6177.35,-8.782098180356911,86.82134731770009,65.83052387779566,44.34,20.6,6.623,8.025,8.418
2010-10-15,6062.65,-17.724422305661506,91.3519653664358,55.537068302277135,44.068001,22.65,6.621,8.07,8.426
2010-10-18,6075.95,-22.727094729904735,94.11253926883326,56.38861153779666,44.158001,22.35,6.669,8.095,8.444
2010-10-19,6027.3,-28.899926064052792,95.88307217820235,52.4328681536661,44.169998,23.23,6.659,8.086,8.425
